ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Rb
126,"EISSEN,1989(421)",INAA(209),1078,PIS1979-053-002,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,3.2
127,"EISSEN,1989(421)",INAA(209),1079,PIS1979-053-003,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,2.5
128,"EISSEN,1989(421)",INAA(209),1081,PIS1979-057-001,17.9684,40.0675,1.00E-04,-1310,-1310,SPREADING_CENTER,RED SEA,WR,1.4
130,"EISSEN,1989(421)",INAA(209),1084,PIS1979-059-003,17.973,40.0642,1.00E-04,-1350,-1350,SPREADING_CENTER,RED SEA,WR,1.5
131,"EISSEN,1989(421)",INAA(209),1086,PIS1979-061-001,17.9797,40.0918,1.00E-04,-1510,-1510,SPREADING_CENTER,RED SEA,WR,3.5
132,"EISSEN,1989(421)",INAA(209),1087,PIS1979-062-001,17.9302,40.0892,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,2.5
133,"EISSEN,1989(421)",INAA(209),1089,PIS1979-062-003,17.9302,40.0892,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,2
134,"EISSEN,1989(421)",INAA(209),1090,PIS1979-062-004,17.939,40.1045,1.00E-04,-1400,-1400,SPREADING_CENTER,RED SEA,WR,3.7
136,"EISSEN,1989(421)",INAA(209),1094,PIS1979-065-004,17.9594,40.0733,1.00E-04,-1470,-1470,SPREADING_CENTER,RED SEA,WR,0.8
137,"EISSEN,1989(421)",INAA(209),1096,PIS1979-066-001,17.9792,40.0667,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,4
138,"EISSEN,1989(421)",INAA(209),1099,PIS1979-066-004,17.9817,40.06,1.00E-04,-1410,-1410,SPREADING_CENTER,RED SEA,WR,3.2
139,"EISSEN,1989(421)",INAA(209),1100,PIS1979-067-001,17.9792,40.055,1.00E-04,-1540,-1540,SPREADING_CENTER,RED SEA,WR,2.1
140,"EISSEN,1989(421)",INAA(209),1102,PIS1979-068-002,17.9582,40.0807,1.00E-04,-1520,-1520,SPREADING_CENTER,RED SEA,WR,3.7
141,"EISSEN,1989(421)",INAA(209),1103,PIS1979-068-003,17.9559,40.0837,1.00E-04,-1460,-1460,SPREADING_CENTER,RED SEA,WR,2.9
142,"EISSEN,1989(421)",INAA(209),1106,PIS1979-070-003,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,2.4
143,"EISSEN,1989(421)",INAA(209),1107,PIS1979-070-004,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,3.3
144,"EISSEN,1989(421)",INAA(209),1108,PIS1979-070-005,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,2.2
145,"EISSEN,1989(421)",INAA(209),1109,PIS1979-071-001,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,3.2
146,"EISSEN,1989(421)",INAA(209),1110,PIS1979-071-002,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,3.4
147,"EISSEN,1989(421)",INAA(209),1111,PIS1979-071-003,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,3.1
148,"EISSEN,1989(421)",INAA(209),1115,PIS1979-072-002,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,1.3
149,"EISSEN,1989(421)",INAA(209),1117,PIS1979-072-004,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,2.5
150,"EISSEN,1989(421)",INAA(209),1121,PIS1979-072-008,17.9334,40.0933,0.0001,-1630,-1630,SPREADING_CENTER,RED SEA,WR,2.1
1666,"VERMA,1982(3)",MS-ID(26),557,DST0041-001-A,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,4.13
1667,"VERMA,1982(3)",MS-ID(26),568,DST0041-002-A,1.74,-85.12,0.01,-2798,-2798,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.575
1668,"VERMA,1982(3)",MS-ID(26),569,DST0041-003-A,1.04,-85.42,0.01,-1554,-1554,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,2.75
1669,"VERMA,1982(3)",MS-ID(26),573,DST0041-005,2.45,-95.62,0.01,-2750,-2750,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,1.29
1670,"VERMA,1982(3)",MS-ID(26),588,DST0041-008-A,2.6,-95.33,1.00E-02,-3136,-3136,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.19
1671,"VERMA,1982(3)",MS-ID(26),7806,MELCCTW-006-001,0.852,-86.547,0.001,-2330,-2432,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,1.86
1672,"VERMA,1982(3)",MS-ID(26),7651,MELCCTW-007-001,0.87,-87.083,1.00E-02,-2388,-2388,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.27
1673,"VERMA,1982(3)",MS-ID(26),7809,MELCCTW-009-001,0.778,-89.228,1.00E-03,-1777,-1845,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,2.56
1674,"VERMA,1982(3)",MS-ID(26),7805,MELCCTW-010-001,1.998,-91.61,0.001,-1981,-2050,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.66
1675,"VERMA,1982(3)",MS-ID(26),908,TRI0164-001-002A,0.74,-87.48,0.01,-2180,-2180,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,2.41
1676,"VERMA,1982(3)",MS-ID(26),910,TRI0164-002-001,0.72,-87.86,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.26
1677,"VERMA,1982(3)",MS-ID(26),913,TRI0164-003-001B,0.73,-88.24,0.01,-1994,-1994,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,1.93
1678,"VERMA,1982(3)",MS-ID(26),918,TRI0164-004-003B,0.75,-88.6,0.01,-1880,-1880,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,1.66
1679,"VERMA,1982(3)",MS-ID(26),919,TRI0164-005-002,0.78,-88.9,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,2.14
1680,"VERMA,1982(3)",MS-ID(26),921,TRI0164-006-001,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,13.11
1681,"VERMA,1982(3)",MS-ID(26),922,TRI0164-006-002,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,2.22
1682,"VERMA,1982(3)",MS-ID(26),925,TRI0164-007-001,0.86,-89.99,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,2.44
1683,"VERMA,1982(3)",MS-ID(26),928,TRI0164-008-002,0.91,-90.38,0.01,-1680,-1680,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.73
1684,"VERMA,1982(3)",MS-ID(26),930,TRI0164-009-001,0.93,-90.5,0.01,-1555,-1555,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,6.52
1685,"VERMA,1982(3)",MS-ID(26),933,TRI0164-010-001,2.02,-91.81,0.01,-1945,-1945,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.89
1686,"VERMA,1982(3)",MS-ID(26),936,TRI0164-011-001,2.09,-92.24,0.01,-1815,-1815,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.83
1687,"VERMA,1982(3)",MS-ID(26),939,TRI0164-012-004,2.25,-92.69,0.01,-1983,-1983,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.12
1688,"VERMA,1982(3)",MS-ID(26),940,TRI0164-013-001,2.42,-93.34,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.75
1689,"VERMA,1982(3)",MS-ID(26),942,TRI0164-014-001,2.47,-93.76,0.01,-2213,-2213,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.61
1690,"VERMA,1982(3)",MS-ID(26),945,TRI0164-015-001G,2.52,-94.06,0.01,-2420,-2420,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,1.98
1691,"VERMA,1982(3)",MS-ID(26),946,TRI0164-015-003,2.52,-94.06,0.01,-2420,-2420,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.82
1692,"VERMA,1982(3)",MS-ID(26),947,TRI0164-016-001,2.56,-94.45,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.33
1693,"VERMA,1982(3)",MS-ID(26),949,TRI0164-017-001,2.57,-94.87,0.01,-2550,-2550,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,4.1
1694,"VERMA,1982(3)",MS-ID(26),955,TRI0164-020-001,2.24,-97.86,0.01,-3200,-3200,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,1.02
1695,"VERMA,1982(3)",MS-ID(26),961,TRI0164-023-002,2.29,-92.9,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,4.49
1696,"VERMA,1982(3)",MS-ID(26),963,TRI0164-024-003,1.96,-91.24,0.01,-1675,-1675,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.12
1697,"VERMA,1982(3)",MS-ID(26),964,TRI0164-025-001,1.95,-91.18,0.01,-1988,-1988,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.06
1698,"VERMA,1982(3)",MS-ID(26),965,TRI0164-025-002,1.95,-91.18,0.01,-1988,-1988,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.44
1699,"VERMA,1982(3)",MS-ID(26),968,TRI0164-026-003,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,20.1
1700,"VERMA,1982(3)",MS-ID(26),969,TRI0164-026-004,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,19.9
1701,"VERMA,1982(3)",MS-ID(26),971,TRI0164-027-003,1.06,-90.81,1.00E-02,-1855,-1855,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.21
1702,"VERMA,1982(3)",MS-ID(26),988,WASSOTW-017-004,0.82,-86.13,0.001,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,5.5
1720,"CLAGUE,1981(6)",XRF(5),577,DST0041-006-996,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,27
1721,"CLAGUE,1981(6)",XRF(5),578,DST0041-006-997,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,32
1724,"CLAGUE,1981(6)",XRF(5),581,DST0041-006-C26,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,29
1726,"CLAGUE,1981(6)",XRF(5),584,DST0041-006-D64,2.7,-95.24,1.00E-02,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,15
1957,"WHITE,1978(41)",MS-ID(98),6078,GLJ-010,58.868,-30.945,0.001,-1383,-1383,SPREADING_CENTER,REYKJANES RIDGE,ROCK,0.59
1958,"WHITE,1978(41)",MS-ID(98),6079,GLJ-007,52.66,-34.94,0.01,-3227,-3227,FRACTURE_ZONE,GIBBS FRACTURE ZONE,ROCK,0.72
1959,"WHITE,1978(41)",MS-ID(98),6081,HUD1966-009-004,45.35,-28.03,0.01,-1960,-1960,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,7.98
1960,"WHITE,1978(41)",MS-ID(98),6916,HUD1966-047-B1,45.37,-28.22,0.01,-460,-700,SEAMOUNT,CONFEDERATION PEAK,ROCK,4.65
1961,"WHITE,1978(41)",MS-ID(98),6712,N-1,28.88,-43.33,0.01,-3658,-3658,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.26
1962,"WHITE,1978(41)",MS-ID(98),6713,P-1,29.07,-43.02,0.01,-2212,-2212,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.09
1963,"WHITE,1978(41)",MS-ID(98),88,AII0032-3-012-008,42.96,-29.18,1.00E-02,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,9.93
1964,"WHITE,1978(41)",MS-ID(98),90,AII0073-1-002-019,36.745,-33.253,1.00E-03,-2328,-2391,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,4.54
1965,"WHITE,1978(41)",MS-ID(98),95,AII0073-1-004-017,36.742,-33.287,1.00E-03,-2475,-2519,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.94
1966,"WHITE,1978(41)",MS-ID(98),100,AII0073-1-005-002,36.71,-33.293,1.00E-03,-2627,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,4.1
1967,"WHITE,1978(41)",MS-ID(98),110,AII0073-1-013-006,36.477,-33.638,1.00E-03,-2561,-2561,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,5.12
1968,"WHITE,1978(41)",MS-ID(98),185,ALV0521-004-003,36.82,-33.28,1.00E-03,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,5.35
1969,"WHITE,1978(41)",MS-ID(98),211,ALV0525-005-003,36.812,-33.273,1.00E-03,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.53
1970,"WHITE,1978(41)",MS-ID(98),237,ALV0527-006-001,36.808,-33.25,1.00E-03,-2565,-2565,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,6.74
1971,"WHITE,1978(41)",MS-ID(98),268,ALV0534-003-001,36.797,-33.265,0.001,-2642,-2642,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.74
1972,"WHITE,1978(41)",MS-ID(98),378,ATL0150-007,30.07,-39.27,0.01,-4144,-4144,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.22
1973,"WHITE,1978(41)",MS-ID(98),380,ATL0150-020,30.07,-42.27,0.01,-4120,-4144,FRACTURE_ZONE,ATLANTIS FRACTURE ZONE,ROCK,0.59
1974,"WHITE,1978(41)",MS-ID(98),6080,CHN0013-001-001,50.73,-29.87,0.01,-3990,-3990,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.89
1975,"WHITE,1978(41)",MS-ID(98),382,CHN0043-104-016,45.18,-27.9,0.01,-2790,-2790,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,4.13
1976,"WHITE,1978(41)",MS-ID(98),384,CHN0043-104-018,45.18,-27.9,0.01,-2790,-2790,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,7.79
1977,"WHITE,1978(41)",MS-ID(98),386,CHN0043-107-006,45.19,-27.91,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,4.91
1978,"WHITE,1978(41)",MS-ID(98),772,TRI0089-021-002,38.43,-30.36,0.01,-2775,-2775,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,17.1
1979,"WHITE,1978(41)",MS-ID(98),773,TRI0089-021-003,38.43,-30.36,0.01,-2775,-2775,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,16.6
1980,"WHITE,1978(41)",MS-ID(98),777,TRI0089-030-005,39.63,-29.74,0.01,-2025,-2025,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,9.58
1981,"WHITE,1978(41)",MS-ID(98),778,TRI0089-030-010,39.63,-29.74,0.01,-2025,-2025,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,5.88
1982,"WHITE,1978(41)",MS-ID(98),779,TRI0089-031-001,39.63,-29.71,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,9.92
1983,"WHITE,1978(41)",MS-ID(98),782,TRI0100-012-010,52.33,-31.52,0.01,-2400,-2400,FRACTURE_ZONE,,ROCK,4.13
1984,"WHITE,1978(41)",MS-ID(98),784,TRI0100-013-011,52.48,-31.57,0.01,-4050,-4050,FRACTURE_ZONE,,ROCK,6.13
1985,"WHITE,1978(41)",MS-ID(98),785,TRI0100-023-010,54.25,-35.4,1.00E-02,-880,-880,SPREADING_CENTER,REYKJANES RIDGE,ROCK,0.17
1986,"WHITE,1978(41)",MS-ID(98),786,TRI0100-026-010,57.683,-32.567,0.001,-1380,-1380,SPREADING_CENTER,REYKJANES RIDGE,ROCK,0.45
1987,"WHITE,1978(41)",MS-ID(98),820,TRI0119-004-001B,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,5.29
1988,"WHITE,1978(41)",MS-ID(98),824,TRI0119-004-004,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,4.6
1989,"WHITE,1978(41)",MS-ID(98),827,TRI0119-006-003,35.84,-34.18,0.01,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.84
1990,"WHITE,1978(41)",MS-ID(98),829,TRI0119-006-006,35.84,-34.18,0.01,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.84
1991,"WHITE,1978(41)",MS-ID(98),830,TRI0119-007-001,35.33,-34.9,0.01,-2250,-2250,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,14.4
1992,"WHITE,1978(41)",MS-ID(98),831,TRI0119-007-005,35.33,-34.9,0.01,-2250,-2250,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,15.3
1993,"WHITE,1978(41)",MS-ID(98),833,TRI0119-008-001,34.94,-36.61,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,18.5
1994,"WHITE,1978(41)",MS-ID(98),834,TRI0119-008-005,34.94,-36.61,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,7.3
1995,"WHITE,1978(41)",MS-ID(98),836,TRI0122-003-004B,40.23,-29.59,0.01,-2675,-2675,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.08
1996,"WHITE,1978(41)",MS-ID(98),838,TRI0122-003-009,40.23,-29.59,0.01,-2675,-2675,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.61
1997,"WHITE,1978(41)",MS-ID(98),839,TRI0122-005-002,37.73,-31.47,0.01,-1650,-1650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,10.9
1998,"WHITE,1978(41)",MS-ID(98),840,TRI0122-005-004,37.73,-31.47,0.01,-1650,-1650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,10.9
1999,"WHITE,1978(41)",MS-ID(98),843,TRI0123-001-006,34.23,-37.151,0.01,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.55
2000,"WHITE,1978(41)",MS-ID(98),844,TRI0123-001-007,34.23,-37.151,0.01,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.56
2001,"WHITE,1978(41)",MS-ID(98),845,TRI0123-004-005,33.37,-39.08,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.26
2002,"WHITE,1978(41)",MS-ID(98),846,TRI0123-004-007,33.37,-39.08,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.22
2003,"WHITE,1978(41)",MS-ID(98),848,TRI0123-005-001,32.62,-39.87,0.01,-2700,-2700,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.58
2004,"WHITE,1978(41)",MS-ID(98),850,TRI0123-005-003,32.62,-39.87,0.01,-2700,-2700,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.56
2005,"WHITE,1978(41)",MS-ID(98),851,TRI0138-001-002,46.23,-27.39,0.01,-2068,-2068,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,6.6
2006,"WHITE,1978(41)",MS-ID(98),853,TRI0138-001A-001,46.53,-27.49,0.01,-2475,-2475,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,12.2
2007,"WHITE,1978(41)",MS-ID(98),854,TRI0138-002-003,47.05,-27.35,0.01,-2975,-2975,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.56
2008,"WHITE,1978(41)",MS-ID(98),855,TRI0138-003-001,47.78,-27.64,0.01,-2740,-2740,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.65
2009,"WHITE,1978(41)",MS-ID(98),856,TRI0138-005-001,49.52,-28.54,1.00E-02,-2590,-2590,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.72
2010,"WHITE,1978(41)",MS-ID(98),857,TRI0138-006-001,50.043,-28.933,0.001,-3370,-3370,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.23
2011,"WHITE,1978(41)",MS-ID(98),859,TRI0138-007-001A,50.46,-29.42,0.01,-3880,-3880,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.09
2012,"WHITE,1978(41)",MS-ID(98),860,TRI0138-008-001,51.28,-30.02,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.87
2013,"WHITE,1978(41)",MS-ID(98),861,TRI0138-009-002,51.56,-29.92,0.01,-3710,-3710,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.62
2014,"WHITE,1978(41)",MS-ID(98),862,TRI0138-011-001,52.01,-29.95,0.01,-3800,-3800,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1
2015,"WHITE,1978(41)",MS-ID(98),894,TRI0154-007-001B,39.94,-29.67,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.81
2016,"WHITE,1978(41)",MS-ID(98),895,TRI0154-008-001,39.2,-29.95,0.01,-1630,-1630,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,12.9
2017,"WHITE,1978(41)",MS-ID(98),896,TRI0154-010-003,38.7,-30.19,0.01,-1150,-1150,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,22.5
2018,"WHITE,1978(41)",MS-ID(98),897,TRI0154-012-002,43.37,-28.98,0.01,-3040,-3040,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,7.13
2019,"WHITE,1978(41)",MS-ID(98),898,TRI0154-013-001,44,-28.39,0.01,-2560,-2560,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.93
2020,"WHITE,1978(41)",MS-ID(98),899,TRI0154-014-001,44.82,-28.04,0.01,-2875,-2875,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,6.28
2021,"WHITE,1978(41)",MS-ID(98),900,TRI0154-015-002,42.79,-29.36,0.01,-2925,-2925,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,9.6
2022,"WHITE,1978(41)",MS-ID(98),901,TRI0154-016-003,42.39,-29.4,0.01,-2895,-2895,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.49
2023,"WHITE,1978(41)",MS-ID(98),902,TRI0154-017-002,41.67,-29.26,0.01,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.63
2024,"WHITE,1978(41)",MS-ID(98),903,TRI0154-018-002,41.18,-29.31,0.01,-2225,-2225,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.84
2025,"WHITE,1978(41)",MS-ID(98),904,TRI0154-019-003,40.74,-29.25,0.01,-2430,-2430,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.96
2026,"WHITE,1978(41)",MS-ID(98),905,TRI0154-020-003,39.76,-29.69,0.01,-2225,-2225,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,10.1
2027,"WHITE,1978(41)",MS-ID(98),906,TRI0154-021-003,38.89,-30.05,0.01,-1305,-1305,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,14
2028,"WHITE,1978(41)",MS-ID(98),973,VEM0030-007-010,35.13,-35.73,0.01,-2130,-2130,FRACTURE_ZONE,OCEANOGRAPHER FRACTURE ZONE,ROCK,7.45
2414,"WHITE,1977(47)",MS-ID(119),820,TRI0119-004-001B,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,5.3
2415,"WHITE,1977(47)",MS-ID(119),824,TRI0119-004-004,36.85,-33.23,1.00E-02,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,4.6
2416,"WHITE,1977(47)",MS-ID(119),90,AII0073-1-002-019,36.745,-33.253,1.00E-03,-2328,-2391,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,4.5
2417,"WHITE,1977(47)",MS-ID(119),95,AII0073-1-004-017,36.742,-33.287,1.00E-03,-2475,-2519,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.9
2418,"WHITE,1977(47)",MS-ID(119),100,AII0073-1-005-002,36.71,-33.293,1.00E-03,-2627,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,4.1
2419,"WHITE,1977(47)",MS-ID(119),110,AII0073-1-013-006,36.477,-33.638,1.00E-03,-2561,-2561,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,5.1
2420,"WHITE,1977(47)",MS-ID(119),185,ALV0521-004-003,36.82,-33.28,1.00E-03,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,5.4
2421,"WHITE,1977(47)",MS-ID(119),211,ALV0525-005-003,36.812,-33.273,1.00E-03,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.5
2422,"WHITE,1977(47)",MS-ID(119),237,ALV0527-006-001,36.808,-33.25,1.00E-03,-2565,-2565,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,6.7
2423,"WHITE,1977(47)",MS-ID(119),268,ALV0534-003-001,36.797,-33.265,1.00E-03,-2642,-2642,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.7
2448,"NIU,1997(33)",ICPMS(44),997,WASRAI2-001-014,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.16
2449,"NIU,1997(33)",ICPMS(44),998,WASRAI2-001-017,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.37
2450,"NIU,1997(33)",ICPMS(44),999,WASRAI2-003-001,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.08
2451,"NIU,1997(33)",ICPMS(44),1000,WASRAI2-003-003,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.11
2452,"NIU,1997(33)",ICPMS(44),1001,WASRAI2-003-004,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.14
2453,"NIU,1997(33)",ICPMS(44),1002,WASRAI2-004-007,5.6,-103.018,1.00E-03,-2263,-2320,SEAMOUNT,,GL,4.2
2454,"NIU,1997(33)",ICPMS(44),1003,WASRAI2-007-013,8.145,-103.178,1.00E-03,-2087,-2087,SEAMOUNT,,GL,0.14
